,A,B,C,D,E,F
409,Terpenoids,Sesterterpenoids (C25),,C09117  Isodonal,C09117,C22H28O7
410,Terpenoids,Sesterterpenoids (C25),,C09121  Jodrellin A,C09121,C24H32O8
411,Terpenoids,Sesterterpenoids (C25),,C09122  Kansuinine B,C09122,C38H42O14
412,Terpenoids,Sesterterpenoids (C25),,C09125  Lathyrol,C09125,C20H30O4
413,Terpenoids,Sesterterpenoids (C25),,C09128  Marrubiin,C09128,C20H28O4
414,Terpenoids,Sesterterpenoids (C25),,C09132  Mascaroside,C09132,C26H36O11
415,Terpenoids,Sesterterpenoids (C25),,C09135  Montanin,C09135,C32H48O8
416,Terpenoids,Sesterterpenoids (C25),,C09137  Montanol,C09137,C21H36O4
417,Terpenoids,Sesterterpenoids (C25),,C09138  Nagilactone C,C09138,C19H22O7
418,Terpenoids,Sesterterpenoids (C25),,C09163  Pisiferic acid,C09163,C20H28O3
419,Terpenoids,Sesterterpenoids (C25),,C09174  Ponalactone A,C09174,C19H22O6
420,Terpenoids,Sesterterpenoids (C25),,C09172  Podolactone B,C09172,C19H22O9
421,Terpenoids,Sesterterpenoids (C25),,C09173  Podolide,C09173,C19H22O5
422,Terpenoids,Sesterterpenoids (C25),,C09175  Portulal,C09175,C20H32O4
423,Terpenoids,Sesterterpenoids (C25),,C09177  Premarrubiin,C09177,C20H28O4
424,Terpenoids,Sesterterpenoids (C25),,C09188  Spruceanol,C09188,C20H28O2
425,Terpenoids,Sesterterpenoids (C25),,C09202  Tripdiolide,C09202,C20H24O7
426,Terpenoids,Sesterterpenoids (C25),,C09204  Triptolide,C09204,C20H24O6
427,Terpenoids,Sesterterpenoids (C25),,C09205  Zoapatanol,C09205,C20H34O4
428,Terpenoids,Triterpenoids (C30),Others,C08921  Aescin,C08921,C55H86O24
429,Terpenoids,Triterpenoids (C30),Others,C08922  Aridanin,C08922,C38H61NO8
430,Terpenoids,Triterpenoids (C30),Others,C08923  Arvensoside A,C08923,C48H78O18
431,Terpenoids,Triterpenoids (C30),Others,C08926  Avenacin A-1,C08926,C55H83NO21
432,Terpenoids,Triterpenoids (C30),Others,C08927  Avenacin B-2,C08927,C54H80O20
433,Terpenoids,Triterpenoids (C30),Others,C08930  Azukisaponin III,C08930,C42H66O15
434,Terpenoids,Triterpenoids (C30),Others,C08932  Bayogenin 3-O-cellobioside,C08932,C42H68O15
435,Terpenoids,Triterpenoids (C30),Others,C08789  Bryodulcosigenin,C08789,C30H50O4
436,Terpenoids,Triterpenoids (C30),Others,C08933  Camellidin I,C08933,C55H86O25
437,Terpenoids,Triterpenoids (C30),Others,C08934  Camellidin II,C08934,C53H84O24
438,Terpenoids,Triterpenoids (C30),Others,C08790  Carnosifloside I,C08790,C42H68O13
439,Terpenoids,Triterpenoids (C30),Others,C08791  Carnosifloside III,C08791,C48H78O18
440,Terpenoids,Triterpenoids (C30),Others,C08792  Carnosifloside VI,C08792,C48H80O18
441,Terpenoids,Triterpenoids (C30),Others,C08935  Cimicifugoside,C08935,C37H54O11
442,Terpenoids,Triterpenoids (C30),Others,C08936  Colubrin,C08936,C48H76O18
443,Terpenoids,Triterpenoids (C30),Others,C08937  Colubrinoside,C08937,C50H78O19
444,Terpenoids,Triterpenoids (C30),Others,C08938  Cyclamin,C08938,C58H94O27
445,Terpenoids,Triterpenoids (C30),Others,C08940  Desglucomusennin,C08940,C45H72O16
446,Terpenoids,Triterpenoids (C30),Others,C08941  Dianoside A,C08941,C42H66O15
447,Terpenoids,Triterpenoids (C30),Others,C08759  Eurycomalactone,C08759,C19H24O6
448,Terpenoids,Triterpenoids (C30),Others,C08765  Glycinoeclepin A,C08765,C25H34O7
449,Terpenoids,Triterpenoids (C30),Others,C08808  Gratiogenin,C08808,C30H48O4
450,Terpenoids,Triterpenoids (C30),Others,C08949  Gypenoside XXV,C08949,C47H78O18
451,Terpenoids,Triterpenoids (C30),Others,C08952  Gypsogenin 3-O-rhamnosylglucuronide,C08952,C42H64O14
452,Terpenoids,Triterpenoids (C30),Others,C08953  Hederagenin 3-O-arabinoside,C08953,C35H56O8
453,Terpenoids,Triterpenoids (C30),Others,C08766  Harrisonin,C08766,C27H32O10
454,Terpenoids,Triterpenoids (C30),Others,C08956  Helianthoside A,C08956,C53H86O21
455,Terpenoids,Triterpenoids (C30),Others,C08767  12alpha-Hydroxyamoorstatin,C08767,C28H36O10
456,Terpenoids,Triterpenoids (C30),Others,C08768  Ichangin,C08768,C26H32O9
457,Terpenoids,Triterpenoids (C30),Others,C08958  Lemmatoxin,C08958,C48H78O18
458,Terpenoids,Triterpenoids (C30),Others,C08959  Medicagenic acid 3-O-triglucoside,C08959,C48H76O21
459,Terpenoids,Triterpenoids (C30),Others,C08960  Musennin,C08960,C51H82O21
460,Terpenoids,Triterpenoids (C30),Others,C08773  Nomilin,C08773,C28H34O9
461,Terpenoids,Triterpenoids (C30),Others,C08965  Pfaffic acid,C08965,C29H44O3
462,Terpenoids,Triterpenoids (C30),Others,C08966  Pfaffoside A,C08966,C40H60O13
463,Terpenoids,Triterpenoids (C30),Others,C08967  Phaseoloside D,C08967,C65H104O31
464,Terpenoids,Triterpenoids (C30),Others,C08968  Phytolaccoside B,C08968,C36H56O11
465,Terpenoids,Triterpenoids (C30),Others,C08969  Pittoside A,C08969,C41H68O13
466,Terpenoids,Triterpenoids (C30),Others,C08970  Primulasaponin,C08970,C54H88O23
467,Terpenoids,Triterpenoids (C30),Others,C08779  Rutaevin,C08779,C26H30O9
468,Terpenoids,Triterpenoids (C30),Others,C08781  Samaderin A,C08781,C18H18O6
469,Terpenoids,Triterpenoids (C30),Others,C08634  Sapelin A,C08634,C30H50O4
470,Terpenoids,Triterpenoids (C30),Others,C17067  Siaresinol,C17067,C30H48O4
471,Terpenoids,Triterpenoids (C30),Others,C08809  Spinoside A,C08809,C39H56O12
472,Terpenoids,Triterpenoids (C30),Others,C08635  Taccalonolide A,C08635,C36H46O14
473,Terpenoids,Triterpenoids (C30),Others,C19832  Thalianol,C19832,C30H50O
474,Terpenoids,Triterpenoids (C30),Others,C08985  Thalicoside A,C08985,C42H70O14
475,Terpenoids,Triterpenoids (C30),Others,C08986  Theasaponin,C08986,C59H92O27
476,Terpenoids,Triterpenoids (C30),Others,C08987  Tubeimoside I,C08987,C63H98O29
477,Terpenoids,Triterpenoids (C30),Others,C08989  Virgaureasaponin I,C08989,C59H96O27
478,Terpenoids,Triterpenoids (C30),Others,C08788  Zapoterin,C08788,C26H30O8
479,Terpenoids,Triterpenoids (C30),Others,C08991  Ziziphin,C08991,C51H80O18
480,Terpenoids,Steroids,Others,C08831  Miroestrol,C08831,C20H22O6
481,Terpenoids,Steroids,Others,C18164  Deoxymiroestrol,C18164,C20H22O5
482,Terpenoids,Steroids,Others,C08841  Withaferin A,C08841,C28H38O6
483,Terpenoids,Steroids,Others,C08842  Withanolide D,C08842,C28H38O6
484,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C06082  Abscisate,C06082,C15H20O4
485,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08582  Bixin,C08582,C25H30O4
486,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08589  Crocin,C08589,C44H64O24
487,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C08588  Crocetin,C08588,C20H24O4
488,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C19867  beta-D-Glucosyl crocetin,C19867,C26H34O9
489,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17513  beta-D-Gentiobiosyl beta-D-glucosyl crocetin,C17513,C38H54O19
490,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C20425  beta-Cyclocitral,C20425,C10H16O
491,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C12286  alpha-Ionone,C12286,C13H20O
492,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C12287  beta-Ionone,C12287,C13H20O
493,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C20426  Mycorradicin,C20426,C14H16O4
494,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17055  Picrocrocin,C17055,C16H26O7
495,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C17062  Safranal,C17062,C10H14O
496,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C09186  Sorgolactone,C09186,C18H20O5
497,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C09190  Strigol,C09190,C19H22O6
498,Terpenoids,Carotenoids and apocarotenoids,Apocarotenoids,C18037  5-Deoxystrigol,C18037,C19H22O5
499,Terpenoids,Others,Polyterpenoids,C04217  all-trans-Pentaprenyl diphosphate,C04217,C25H44O7P2
500,Terpenoids,Others,Polyterpenoids,C01230  all-trans-Hexaprenyl diphosphate,C01230,C30H52O7P2
501,Terpenoids,Others,Polyterpenoids,C04216  all-trans-Heptaprenyl diphosphate,C04216,C35H60O7P2
502,Terpenoids,Others,Polyterpenoids,C04146  all-trans-Octaprenyl diphosphate,C04146,C40H68O7P2
503,Terpenoids,Others,Polyterpenoids,C04145  all-trans-Nonaprenyl diphosphate,C04145,C45H76O7P2
504,Terpenoids,Others,Polyterpenoids,C17432  all-trans-Decaprenyl diphosphate,C17432,C50H84O7P2
505,Terpenoids,Others,Polyterpenoids,"C04574  di-trans,poly-cis-Undecaprenyl diphosphate",C04574,C55H92O7P2
506,Terpenoids,Others,Polyterpenoids,C02321  Rubber particle,C02321,(C5H8)n
507,Polyketides,Anthraquinones,Anthraquinone type,C10294  Aloe-emodin,C10294,C15H10O5
508,Polyketides,Anthraquinones,Anthraquinone type,C01474  Alizarin,C01474,C14H8O4
509,Polyketides,Anthraquinones,Anthraquinone type,C10291  Alizarin 2-methyl ether,C10291,C15H10O4
510,Polyketides,Anthraquinones,Anthraquinone type,C10297  Anthragallol,C10297,C14H8O5
511,Polyketides,Anthraquinones,Anthraquinone type,C17670  Aurantio-obtusin,C17670,C17H14O7
512,Polyketides,Anthraquinones,Anthraquinone type,C10303  Aurantio-obtusin beta-D-glucoside,C10303,C23H24O12
513,Polyketides,Anthraquinones,Anthraquinone type,C10308  Cassiamin C,C10308,C30H18O8
514,Polyketides,Anthraquinones,Anthraquinone type,C10315  Chrysophanol,C10315,C15H10O4
515,Polyketides,Anthraquinones,Anthraquinone type,C10316  Chrysophanol 8-O-beta-D-glucoside,C10316,C21H20O9
516,Polyketides,Anthraquinones,Anthraquinone type,C10312  Danthron,C10312,C14H8O4
517,Polyketides,Anthraquinones,Anthraquinone type,C10327  Digiferrugineol,C10327,C15H10O4
518,Polyketides,Anthraquinones,Anthraquinone type,C10334  Dothistromin,C10334,C18H12O9
519,Polyketides,Anthraquinones,Anthraquinone type,C10343  Emodin,C10343,C15H10O5
520,Polyketides,Anthraquinones,Anthraquinone type,C10345  Emodin 8-glucoside,C10345,C21H20O10
521,Polyketides,Anthraquinones,Anthraquinone type,C10311  7-Chloroemodin,C10311,C15H9ClO5
522,Polyketides,Anthraquinones,Anthraquinone type,C10360  2-Isoprenylemodin,C10360,C20H18O5
523,Polyketides,Anthraquinones,Anthraquinone type,C10346  Frangulin A,C10346,C21H20O9
524,Polyketides,Anthraquinones,Anthraquinone type,C10349  Frangulin B,C10349,C20H18O9
525,Polyketides,Anthraquinones,Anthraquinone type,C16802  Glucofrangulin A,C16802,C27H30O14
526,Polyketides,Anthraquinones,Anthraquinone type,C16803  Glucofrangulin B,C16803,C26H28O14
527,Polyketides,Anthraquinones,Anthraquinone type,C10354  2-Hydroxymethylanthraquinone,C10354,C15H10O3
528,Polyketides,Anthraquinones,Anthraquinone type,"C10329  1,4-Dihydroxy-2-methylanthraquinone",C10329,C15H10O4
529,Polyketides,Anthraquinones,Anthraquinone type,C10365  Knipholone,C10365,C24H18O8
530,Polyketides,Anthraquinones,Anthraquinone type,C10369  Lucidin,C10369,C15H10O5
531,Polyketides,Anthraquinones,Anthraquinone type,C10370  Lucidin omega-methyl ether,C10370,C16H12O5
532,Polyketides,Anthraquinones,Anthraquinone type,C17040  Obtusin,C17040,C18H16O7
533,Polyketides,Anthraquinones,Anthraquinone type,C17039  Obtusifolin,C17039,C16H12O5
534,Polyketides,Anthraquinones,Anthraquinone type,C10381  Obtusifolin 2-glucoside,C10381,C22H22O10
535,Polyketides,Anthraquinones,Anthraquinone type,C17669  Chryso-obtusin,C17669,C19H18O7
536,Polyketides,Anthraquinones,Anthraquinone type,C10313  Chryso-obtusin glucoside,C10313,C25H28O12
537,Polyketides,Anthraquinones,Anthraquinone type,C10374  Morindaparvin A,C10374,C15H8O4
538,Polyketides,Anthraquinones,Anthraquinone type,C10376  Morindone,C10376,C15H10O5
539,Polyketides,Anthraquinones,Anthraquinone type,C10379  Norobtusifolin,C10379,C15H10O5
540,Polyketides,Anthraquinones,Anthraquinone type,C17045  Physcion,C17045,C16H12O5
541,Polyketides,Anthraquinones,Anthraquinone type,C10382  Physcion 8-gentiobioside,C10382,C28H32O15
542,Polyketides,Anthraquinones,Anthraquinone type,C10384  Physcion 8-glucoside,C10384,C22H22O10
543,Polyketides,Anthraquinones,Anthraquinone type,C10395  Purpurin,C10395,C14H8O5
544,Polyketides,Anthraquinones,Anthraquinone type,C10397  Purpurin 1-methyl ether,C10397,C15H10O5
545,Polyketides,Anthraquinones,Anthraquinone type,C10394  Pseudopurpurin,C10394,C15H8O7
546,Polyketides,Anthraquinones,Anthraquinone type,C01448  Questin,C01448,C16H12O5
547,Polyketides,Anthraquinones,Anthraquinone type,C17811  Questinol,C17811,C16H12O6
548,Polyketides,Anthraquinones,Anthraquinone type,C10401  Rhein,C10401,C15H8O6
549,Polyketides,Anthraquinones,Anthraquinone type,C10402  Rubiadin,C10402,C15H10O4
550,Polyketides,Anthraquinones,Anthraquinone type,C10405  Tectoquinone,C10405,C15H10O2
551,Polyketides,Anthraquinones,Anthraquinone type,C10407  Ventinone A,C10407,C17H14O6
552,Polyketides,Pyrones,Xanthenes,C10052  Athyriol,C10052,C14H10O6
553,Polyketides,Pyrones,Xanthenes,C10069  Isoathyriol,C10069,C14H10O6
554,Polyketides,Pyrones,Xanthenes,C10053  Bellidifolin,C10053,C14H10O6
555,Polyketides,Pyrones,Xanthenes,C10054  Calophyllin B,C10054,C18H16O4
556,Polyketides,Pyrones,Xanthenes,C10055  Dehydrocycloguanandin,C10055,C18H14O4
557,Polyketides,Pyrones,Xanthenes,C10056  Demethylbellidifolin,C10056,C13H8O6
558,Polyketides,Pyrones,Xanthenes,C10059  6-Deoxyjacareubin,C10059,C18H14O5
559,Polyketides,Pyrones,Xanthenes,"C10060  3,5-Dimethoxy-1,6-dihydroxyxanthone",C10060,C15H12O6
560,Polyketides,Pyrones,Xanthenes,C10061  Euxanthone,C10061,C13H8O4
561,Polyketides,Pyrones,Xanthenes,C10063  Gartanin,C10063,C23H24O6
562,Polyketides,Pyrones,Xanthenes,C10064  Gentiacaulein,C10064,C15H12O6
563,Polyketides,Pyrones,Xanthenes,C10065  Gentisein,C10065,C13H8O5
564,Polyketides,Pyrones,Xanthenes,C10070  Isogentisin,C10070,C14H10O5
565,Polyketides,Pyrones,Xanthenes,C10067  Irisxanthone,C10067,C20H20O11
566,Polyketides,Pyrones,Xanthenes,C10071  1-Isomangostin,C10071,C24H26O6
567,Polyketides,Pyrones,Xanthenes,C10074  Jacareubin,C10074,C18H14O6
568,Polyketides,Pyrones,Xanthenes,C10075  Lancerin,C10075,C19H18O10
569,Polyketides,Pyrones,Xanthenes,C10076  Macluraxanthone,C10076,C23H22O6
570,Polyketides,Pyrones,Xanthenes,C10077  Mangiferin,C10077,C19H18O11
571,Polyketides,Pyrones,Xanthenes,C10080  Mangostin,C10080,C24H26O6
572,Polyketides,Pyrones,Xanthenes,C10081  Mesuaxanthone A,C10081,C14H10O5
573,Polyketides,Pyrones,Xanthenes,C10082  Mesuaxanthone B,C10082,C13H8O5
574,Polyketides,Pyrones,Xanthenes,C10083  2-O-Methylswertianin,C10083,C15H12O6
575,Polyketides,Pyrones,Xanthenes,C10086  Norathyriol,C10086,C13H8O6
576,Polyketides,Pyrones,Xanthenes,C10087  Norlichexanthone,C10087,C14H10O5
577,Polyketides,Pyrones,Xanthenes,C10088  Norswertianin,C10088,C13H8O6
578,Polyketides,Pyrones,Xanthenes,C10089  Norswertianolin,C10089,C19H18O11
579,Polyketides,Pyrones,Xanthenes,C10090  Psorospermin,C10090,C19H16O6
580,Polyketides,Pyrones,Xanthenes,C10091  Swerchirin,C10091,C15H12O6
581,Polyketides,Pyrones,Xanthenes,C10092  Swertianin,C10092,C14H10O6
582,Polyketides,Pyrones,Xanthenes,C10093  Swertianolin,C10093,C20H20O11
583,Polyketides,Pyrones,Xanthenes,"C10094  1,3,5-Trihydroxyxanthone",C10094,C13H8O5
584,Polyketides,Pyrones,Xanthenes,C10095  Tripteroside,C10095,C19H18O11
585,Polyketides,Others,Phloroglucinols,C20206  Albaspidin BB,C20206,C25H32O8
586,Polyketides,Others,Phloroglucinols,C10672  Aspidin,C10672,C25H32O8
587,Polyketides,Others,Phloroglucinols,C10673  Aspidinol,C10673,C12H16O4
588,Polyketides,Others,Phloroglucinols,C20207  Grandinol,C20207,C13H16O5
589,Polyketides,Others,Phloroglucinols,C10695  Humulone,C10695,C21H30O5
590,Polyketides,Others,Phloroglucinols,C10704  alpha-Kosin,C10704,C25H32O8
591,Polyketides,Others,Phloroglucinols,C10706  Lupulone,C10706,C26H38O4
592,Polyketides,Others,Phloroglucinols,C10721  Rottlerin,C10721,C30H28O8
593,Fatty acids related compounds,Fatty acids,Others,C20213  Annonacin,C20213,C35H64O7
594,Fatty acids related compounds,Fatty acids,Others,C08467  Asimicin,C08467,C37H66O7
595,Fatty acids related compounds,Fatty acids,Others,C08282  Chaulmoogric acid,C08282,C18H32O2
596,Fatty acids related compounds,Fatty acids,Others,C16795  Hydnocarpic acid,C16795,C16H28O2
597,Fatty acids related compounds,Fatty acids,Others,C08491  Jasmonate,C08491,C12H18O3
598,Fatty acids related compounds,Fatty acids,Others,C08321  Malvalic acid,C08321,C18H32O2
599,Fatty acids related compounds,Fatty acids,Others,C08366  Sterculic acid,C08366,C19H34O2
600,Fatty acids related compounds,Fatty acids,Others,C08572  Uvaricin,C08572,C39H68O7
601,Fatty acids related compounds,Fatty acids,Others,C08368  Vernolic acid,C08368,C18H32O3
602,Amino acid related compounds,Betalains,Others,C08538  Betalamic acid,C08538,C9H9NO5
603,Amino acid related compounds,Betalains,Others,C08563  Muscapurpurin,C08563,C18H14N2O10
604,Amino acid related compounds,Cyanogenic glucosides,Others,C01418  Cycasin,C01418,C8H16N2O7
605,Amino acid related compounds,Cyanogenic glucosides,Others,C08512  Ranunculin,C08512,C11H16O8
606,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C05837  Glucobrassicin,C05837,C16H20N2O9S2
607,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C08424  Neoglucobrassicin,C08424,C17H22N2O10S2
608,Amino acid related compounds,Glucosinolates,Glucosinolates derived from tryptophan,C08428  (N-Sulfoindol-3-yl)methylglucosinolate,C08428,C16H20N2O12S3
609,Amino acid related compounds,Others,Capsaicinoids and derivatives,C06866  Capsaicin,C06866,C18H27NO3
610,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20203  Capsiate,C20203,C18H26O4
611,Amino acid related compounds,Others,Capsaicinoids and derivatives,C16952  Dihydrocapsaicin,C16952,C18H29NO3
612,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20215  Homocapsaicin,C20215,C19H29NO3
613,Amino acid related compounds,Others,Capsaicinoids and derivatives,C20216  Nordihydrocapsaicin,C20216,C17H27NO3
614,Others,Naphthoquinones,alpha-Naphthoquinones,C10368  Lawsone,C10368,C10H6O3
615,Others,Naphthoquinones,alpha-Naphthoquinones,C03840  Juglone,C03840,C10H6O3
616,Others,Naphthoquinones,alpha-Naphthoquinones,C10366  Lapachol,C10366,C15H14O3
617,Others,Naphthoquinones,alpha-Naphthoquinones,C10325  Deoxylapachol,C10325,C15H14O2
618,Others,Naphthoquinones,alpha-Naphthoquinones,C10335  Droserone,C10335,C11H8O4
619,Others,Naphthoquinones,alpha-Naphthoquinones,C10398  Ramentaceone,C10398,C11H8O3
620,Others,Naphthoquinones,alpha-Naphthoquinones,C17412  Shikonin,C17412,C16H16O5
621,Others,Tannins and galloyl derivatives,Miscellaneous galloyl derivatives,C10242  Terminalin,C10242,C28H10O16
622,Others,Others,Others,C16913  Anemonin,C16913,C10H8O4
623,Others,Others,Others,C19515  Braxin C,C19515,C20H30O8
624,Others,Others,Others,C07090  Protoanemonin,C07090,C5H4O2
625,Others,Others,Others,C08287  Hypoglycin,C08287,C7H11NO2
626,Others,Others,Others,C08280  Hypoglycin B,C08280,C12H18N2O5
627,Others,Others,Others,C10839  Urushiol III,C10839,C21H32O2
0,Fungal toxins,Mushroom toxins,Others,C19949  Acromelic acid A,C19949,C13H14N2O7
1,Fungal toxins,Mushroom toxins,Others,C19977  Clitidine,C19977,C11H14N2O6
2,Fungal toxins,Mushroom toxins,Others,C08271  Coprine,C08271,C8H14N2O4
3,Fungal toxins,Mushroom toxins,Others,C08305  Gyromitrin,C08305,C4H8N2O
4,Fungal toxins,Mushroom toxins,Others,C10600  Ibotenic acid,C10600,C5H6N2O4
5,Fungal toxins,Mushroom toxins,Others,C19978  Sclerocitrin,C19978,C36H22O17
6,Fungal toxins,Mushroom toxins,Others,C06047  Stizolobate,C06047,C9H9NO6
7,Fungal toxins,Mushroom toxins,Others,C06048  Stizolobinate,C06048,C9H9NO6
8,Fungal toxins,Mushroom toxins,Others,C19979  Ustalic acid,C19979,C19H14O6
9,Fungal toxins,Mushroom toxins,Others,C19976  Valinopine,C19976,C10H17NO6
10,Fungal toxins,Mycotoxins,Others,C16765  Citrinin,C16765,C13H14O5
11,Fungal toxins,Mycotoxins,Others,C09955  Ochratoxin A,C09955,C20H18ClNO6
12,Fungal toxins,Mycotoxins,Others,C16748  Patulin,C16748,C7H6O4
13,Fungal toxins,Mycotoxins,Others,C09981  Zearalenone,C09981,C18H22O5
14,Fungal toxins,Mycotoxins,Others,C16838  Alternariol,C16838,C14H10O5
15,Fungal toxins,Mycotoxins,Others,C08511  Tenuazonic acid,C08511,C10H15NO3
16,Fungal toxins,Mycotoxins,Others,C08441  Tentoxin,C08441,C22H30N4O4
17,Fungal toxins,Mycotoxins,Others,C11590  Beauvericin,C11590,C45H57N3O9
18,Fungal toxins,Mycotoxins,Others,C15740  Enniatin B,C15740,C33H57N3O9
19,Fungal toxins,Mycotoxins,Others,C15757  Enniatin D,C15757,C34H59N3O9
20,Fungal toxins,Mycotoxins,Others,C20591  Fusaproliferin,C20591,C27H40O5
21,Fungal toxins,Mycotoxins,Others,C20592  Moniliformin,C20592,C4H2O3
22,Fungal toxins,Mycotoxins,Others,C16766  Citreoviridin,C16766,C23H30O6
23,Fungal toxins,Mycotoxins,Others,C19379  Cyclochlorotine,C19379,C24H31Cl2N5O7
24,Fungal toxins,Mycotoxins,Others,C03032  Cyclopiazonic acid,C03032,C20H20N2O3
25,Fungal toxins,Mycotoxins,Others,C19953  Cytochalasin A,C19953,C29H35NO5
26,Fungal toxins,Mycotoxins,Others,C19954  Cytochalasin B,C19954,C29H37NO5
27,Fungal toxins,Mycotoxins,Others,C10595  Gliotoxin,C10595,C13H14N2O4S2
28,Fungal toxins,Mycotoxins,Others,C16763  Luteoskyrin,C16763,C30H22O12
29,Fungal toxins,Mycotoxins,Others,C20046  Mollicellin C,C20046,C22H20O8
30,Fungal toxins,Mycotoxins,Others,C16804  Penicillic acid,C16804,C8H10O4
31,Fungal toxins,Mycotoxins,Others,C19955  Phomopsin A,C19955,C36H45ClN6O12
32,Fungal toxins,Mycotoxins,Others,C06079  PR-toxin,C06079,C17H20O6
33,Fungal toxins,Mycotoxins,Others,C16767  Rubratoxin B,C16767,C26H30O11
34,Fungal toxins,Mycotoxins,Others,C16764  Rugulosin,C16764,C30H22O10
35,Fungal toxins,Mycotoxins,Others,C16768  Sporidesmin J,C16768,C17H18ClN3O6S2
36,Fungal toxins,Mycotoxins,Others,C00961  Sterigmatocystin,C00961,C18H12O6
37,Fungal toxins,Mycotoxins,Others,C20045  Verruculogen,C20045,C27H33N3O7
38,Fungal toxins,Mycotoxins,Others,C14752  alpha-Zearalanol,C14752,C18H26O5
39,Fungal toxins,Mycotoxins,Others,C14750  alpha-Zearalenol,C14750,C18H24O5
40,Fungal toxins,Mycotoxins,Others,C14751  beta-Zearalenol,C14751,C18H24O5
41,Phytotoxins,Alkaloids,Others,C10573  Calycanthine,C10573,C22H26N4
42,Phytotoxins,Alkaloids,Others,C19984  Cerberin,C19984,C32H48O9
43,Phytotoxins,Alkaloids,Others,C12227  Chelerythrine,C12227,C21H18NO4
44,Phytotoxins,Alkaloids,Others,C08677  Delphinine,C08677,C33H45NO9
45,Phytotoxins,Alkaloids,Others,C10660  Dictamnine,C10660,C12H9NO2
46,Phytotoxins,Alkaloids,Others,C10774  Matrine,C10774,C15H24N2O
47,Phytotoxins,Alkaloids,Others,C19985  Nantenine,C19985,C20H21NO4
48,Phytotoxins,Alkaloids,Others,C00745  Nicotine,C00745,C10H14N2
49,Phytotoxins,Alkaloids,Others,C08705  Ryanodine,C08705,C25H35NO9
50,Phytotoxins,Glycosides,Cyanogenic glycosides,C08325  Amygdalin,C08325,C20H27NO11
51,Phytotoxins,Glycosides,Cyanogenic glycosides,C01418  Cycasin,C01418,C8H16N2O7
52,Phytotoxins,Glycosides,Cyanogenic glycosides,C00844  Prunasin,C00844,C14H17NO6
53,Phytotoxins,Terpenoids,Sesquiterpenoids,C09294  Anisatin,C09294,C15H20O8
54,Phytotoxins,Terpenoids,Sesquiterpenoids,C09379  Coriamyrtin,C09379,C15H18O5
55,Phytotoxins,Terpenoids,Sesquiterpenoids,C09529  Picrotoxinin,C09529,C15H16O6
56,Phytotoxins,Terpenoids,Sesquiterpenoids,C09570  Tutin,C09570,C15H18O6
57,Phytotoxins,Others,Others,C08287  Hypoglycin,C08287,C7H11NO2
58,Phytotoxins,Others,Others,C08280  Hypoglycin B,C08280,C12H18N2O5
59,Phytotoxins,Others,Others,C10737  Phrymarolin I,C10737,C24H24O11
60,Phytotoxins,Others,Others,C10874  Podophyllotoxin,C10874,C22H22O8
61,Phytotoxins,Others,Others,C07090  Protoanemonin,C07090,C5H4O2
62,Phytotoxins,Others,Others,C19515  Ptaquiloside,C19515,C20H30O8
63,Phytotoxins,Others,Others,C08512  Ranunculin,C08512,C11H16O8
64,Phytotoxins,Others,Others,C10839  Urushiol III,C10839,C21H32O2
65,Cyanotoxins,Alkaloids,Others,C19999  Cylindrospermopsin,C19999,C15H21N5O7S
66,Cyanotoxins,Alkaloids,Others,C15720  Lyngbyatoxin,C15720,C27H39N3O2
67,Cyanotoxins,Alkaloids,Others,C13757  Saxitoxin,C13757,C10H17N7O4
68,Cyanotoxins,Peptides,Others,C15713  Nodularin,C15713,C41H60N8O10
69,Marine biotoxins,Amnesic Shellfish Poisoning; ASP,Kainoids,C13732  Domoic acid,C13732,C15H21NO6
70,Marine biotoxins,Amnesic Shellfish Poisoning; ASP,Kainoids,C20027  Isodomoic acid A,C20027,C15H21NO6
71,Marine biotoxins,Ciguatera fish poisoning; CFP,Cyclic polyethers,C16762  Ciguatoxin I,C16762,C60H86O19
72,Marine biotoxins,Ciguatera fish poisoning; CFP,Cyclic polyethers,C20003  Caribbean ciguatoxin 1,C20003,C62H92O19
73,Marine biotoxins,Ciguatera fish poisoning; CFP,Cyclic polyethers,C20001  CTX 3C,C20001,C57H82O16
